,date,target,volume,trend_sma_fast,trend_sma_slow,trend_adx,volume_obv,trend_ema_fast,trend_ema_slow,trend_macd,momentum_rsi,trend_aroon_ind
0,2021-06-17,38595.01,1766.451386,38595.01,38595.01,0.0,1766.451386,38595.01,38595.01,0.0,100.0,0.0
1,2021-06-16,38349.01,87771.976937,38472.01,38472.01,0.0,-86005.525551,38557.163846153846,38576.78777777778,-19.623931623937096,0.0,-4.0
2,2021-06-15,40144.04,80679.622838,39029.35333333333,39029.35333333333,0.0,-5325.902713000003,38801.29863905325,38692.88053497943,108.41810407382582,88.71098352820242,4.0
3,2021-06-14,40516.29,108522.391949,39401.0875,39401.0875,0.0,103196.489236,39065.14346381429,38827.94790275873,237.19556105555966,90.57771306178634,8.0
4,2021-06-13,39020.57,86921.025555,39324.984000000004,39324.984000000004,0.0,16275.463680999994,39058.28600784286,38842.21620625808,216.0698015847738,52.798791733340664,8.0
5,2021-06-12,35546.11,87717.54999,38695.17166666667,38695.17166666667,0.0,-71442.086309,38517.95123740549,38598.060190979704,-80.10895357421396,25.83872445096104,-8.0
6,2021-06-11,37331.98,78466.0053,38500.43,38500.43,0.0,7023.918990999999,38335.494123958495,38504.27647312936,-168.7823491708623,42.181065827792175,-8.0
7,2021-06-10,36675.72,109527.284943,38272.34125,38272.34125,0.0,-102503.36595200001,38080.144258734115,38368.827845490145,-288.6835867560294,38.797664995325555,-8.0
8,2021-06-09,37388.05,136607.597517,38174.08666666667,38174.08666666667,0.0,34104.23156499998,37973.66821892887,38296.177634713094,-322.509415784225,44.04418256391568,-8.0
9,2021-06-08,33380.81,123251.189037,37694.759000000005,37694.759000000005,0.0,-89146.95747200002,37267.074646785964,37932.076328438045,-665.0016816520802,28.98901940049764,-24.0
10,2021-06-07,33552.79,77574.952573,37318.21636363636,37318.21636363636,0.0,-11572.004899000021,36695.646239588124,37607.68474855375,-912.0385089656265,30.093434041496153,-24.0
11,2021-06-06,35796.31,47650.206637,37191.39083333333,37191.39083333333,0.0,36078.20173799998,36557.28681811303,37473.50884125347,-916.2220231404353,42.62880583165633,-24.0
12,2021-06-05,35513.2,70459.62149,36934.573333333334,37062.29923076923,0.0,-34381.41975200002,36396.65807686487,37328.30077893839,-931.6427020735209,41.61471667135967,-24.0
13,2021-06-04,36829.0,91317.799245,36807.90583333333,37045.635,0.0,56936.37949299998,36463.17221888566,37291.31553605406,-828.1433171684039,47.826832354572886,-24.0
14,2021-06-03,39246.79,75889.106011,36733.135,37192.37866666667,0.0,132825.48550399998,36891.42110828787,37436.16549634635,-544.7443880584833,56.901171150300115,-24.0
15,2021-06-02,37568.68,67587.372495,36487.50083333333,37215.8975,0.0,65238.11300899998,36995.61478393589,37445.98138550588,-450.3666015699928,50.35487246653313,-24.0
16,2021-06-01,36693.09,81234.66377,36293.54416666667,37185.144117647054,0.0,-15996.55076100002,36949.07250948421,37390.21165324619,-441.139143761975,47.29730494049751,-24.0
17,2021-05-31,37253.81,94160.735289,36435.8525,37188.95888888889,0.0,78164.18452799998,36995.9552003328,37380.1078270798,-384.1526267470035,49.41557492577568,-24.0
18,2021-05-30,35641.27,73535.386967,36294.96,37107.50157894737,0.0,4628.797560999985,36787.54209258929,37251.305025073896,-463.7629324846057,43.9452899087225,-24.0
19,2021-05-29,34605.15,112663.092689,36122.4125,36982.384000000005,0.0,-108034.29512800001,36451.789462960165,37055.29354173509,-603.504078774924,40.81857566234002,-24.0
